user_id,datetime,season,year,month,holiday,weekday,workingday,weather_condition,casual,registered,total_count
1,2011-01-01,Winter,2011,Jan,No,Saturday,No,Misty,331,654,985
2,2011-01-02,Winter,2011,Jan,No,Sunday,No,Misty,131,670,801
3,2011-01-03,Winter,2011,Jan,No,Monday,Yes,Clear,120,1229,1349
4,2011-01-04,Winter,2011,Jan,No,Tuesday,Yes,Clear,108,1454,1562
5,2011-01-05,Winter,2011,Jan,No,Wednesday,Yes,Clear,82,1518,1600
6,2011-01-06,Winter,2011,Jan,No,Thursday,Yes,Clear,88,1518,1606
7,2011-01-07,Winter,2011,Jan,No,Friday,Yes,Misty,148,1362,1510
8,2011-01-08,Winter,2011,Jan,No,Saturday,No,Misty,68,891,959
9,2011-01-09,Winter,2011,Jan,No,Sunday,No,Clear,54,768,822
10,2011-01-10,Winter,2011,Jan,No,Monday,Yes,Clear,41,1280,1321
11,2011-01-11,Winter,2011,Jan,No,Tuesday,Yes,Misty,43,1220,1263
12,2011-01-12,Winter,2011,Jan,No,Wednesday,Yes,Clear,25,1137,1162
13,2011-01-13,Winter,2011,Jan,No,Thursday,Yes,Clear,38,1368,1406
14,2011-01-14,Winter,2011,Jan,No,Friday,Yes,Clear,54,1367,1421
15,2011-01-15,Winter,2011,Jan,No,Saturday,No,Misty,222,1026,1248
16,2011-01-16,Winter,2011,Jan,No,Sunday,No,Clear,251,953,1204
17,2011-01-17,Winter,2011,Jan,Yes,Monday,No,Misty,117,883,1000
18,2011-01-18,Winter,2011,Jan,No,Tuesday,Yes,Misty,9,674,683
19,2011-01-19,Winter,2011,Jan,No,Wednesday,Yes,Misty,78,1572,1650
20,2011-01-20,Winter,2011,Jan,No,Thursday,Yes,Misty,83,1844,1927
21,2011-01-21,Winter,2011,Jan,No,Friday,Yes,Clear,75,1468,1543
22,2011-01-22,Winter,2011,Jan,No,Saturday,No,Clear,93,888,981
23,2011-01-23,Winter,2011,Jan,No,Sunday,No,Clear,150,836,986
24,2011-01-24,Winter,2011,Jan,No,Monday,Yes,Clear,86,1330,1416
25,2011-01-25,Winter,2011,Jan,No,Tuesday,Yes,Misty,186,1799,1985
26,2011-01-26,Winter,2011,Jan,No,Wednesday,Yes,Light_RainSnow,34,472,506
27,2011-01-27,Winter,2011,Jan,No,Thursday,Yes,Clear,15,416,431
28,2011-01-28,Winter,2011,Jan,No,Friday,Yes,Misty,38,1129,1167
29,2011-01-29,Winter,2011,Jan,No,Saturday,No,Clear,123,975,1098
30,2011-01-30,Winter,2011,Jan,No,Sunday,No,Clear,140,956,1096
31,2011-01-31,Winter,2011,Jan,No,Monday,Yes,Misty,42,1459,1501
32,2011-02-01,Winter,2011,Feb,No,Tuesday,Yes,Misty,47,1313,1360
33,2011-02-02,Winter,2011,Feb,No,Wednesday,Yes,Misty,72,1454,1526
34,2011-02-03,Winter,2011,Feb,No,Thursday,Yes,Clear,61,1489,1550
35,2011-02-04,Winter,2011,Feb,No,Friday,Yes,Misty,88,1620,1708
36,2011-02-05,Winter,2011,Feb,No,Saturday,No,Misty,100,905,1005
37,2011-02-06,Winter,2011,Feb,No,Sunday,No,Clear,354,1269,1623
38,2011-02-07,Winter,2011,Feb,No,Monday,Yes,Clear,120,1592,1712
39,2011-02-08,Winter,2011,Feb,No,Tuesday,Yes,Clear,64,1466,1530
40,2011-02-09,Winter,2011,Feb,No,Wednesday,Yes,Misty,53,1552,1605
41,2011-02-10,Winter,2011,Feb,No,Thursday,Yes,Clear,47,1491,1538
42,2011-02-11,Winter,2011,Feb,No,Friday,Yes,Clear,149,1597,1746
43,2011-02-12,Winter,2011,Feb,No,Saturday,No,Clear,288,1184,1472
44,2011-02-13,Winter,2011,Feb,No,Sunday,No,Clear,397,1192,1589
45,2011-02-14,Winter,2011,Feb,No,Monday,Yes,Clear,208,1705,1913
46,2011-02-15,Winter,2011,Feb,No,Tuesday,Yes,Clear,140,1675,1815
47,2011-02-16,Winter,2011,Feb,No,Wednesday,Yes,Clear,218,1897,2115
48,2011-02-17,Winter,2011,Feb,No,Thursday,Yes,Clear,259,2216,2475
49,2011-02-18,Winter,2011,Feb,No,Friday,Yes,Clear,579,2348,2927
50,2011-02-19,Winter,2011,Feb,No,Saturday,No,Clear,532,1103,1635
51,2011-02-20,Winter,2011,Feb,No,Sunday,No,Clear,639,1173,1812
52,2011-02-21,Winter,2011,Feb,Yes,Monday,No,Misty,195,912,1107
53,2011-02-22,Winter,2011,Feb,No,Tuesday,Yes,Clear,74,1376,1450
54,2011-02-23,Winter,2011,Feb,No,Wednesday,Yes,Clear,139,1778,1917
55,2011-02-24,Winter,2011,Feb,No,Thursday,Yes,Misty,100,1707,1807
56,2011-02-25,Winter,2011,Feb,No,Friday,Yes,Misty,120,1341,1461
57,2011-02-26,Winter,2011,Feb,No,Saturday,No,Clear,424,1545,1969
58,2011-02-27,Winter,2011,Feb,No,Sunday,No,Clear,694,1708,2402
59,2011-02-28,Winter,2011,Feb,No,Monday,Yes,Misty,81,1365,1446
60,2011-03-01,Winter,2011,Mar,No,Tuesday,Yes,Clear,137,1714,1851
61,2011-03-02,Winter,2011,Mar,No,Wednesday,Yes,Clear,231,1903,2134
62,2011-03-03,Winter,2011,Mar,No,Thursday,Yes,Clear,123,1562,1685
63,2011-03-04,Winter,2011,Mar,No,Friday,Yes,Misty,214,1730,1944
64,2011-03-05,Winter,2011,Mar,No,Saturday,No,Misty,640,1437,2077
65,2011-03-06,Winter,2011,Mar,No,Sunday,No,Misty,114,491,605
66,2011-03-07,Winter,2011,Mar,No,Monday,Yes,Clear,244,1628,1872
67,2011-03-08,Winter,2011,Mar,No,Tuesday,Yes,Clear,316,1817,2133
68,2011-03-09,Winter,2011,Mar,No,Wednesday,Yes,Misty,191,1700,1891
69,2011-03-10,Winter,2011,Mar,No,Thursday,Yes,Light_RainSnow,46,577,623
70,2011-03-11,Winter,2011,Mar,No,Friday,Yes,Misty,247,1730,1977
71,2011-03-12,Winter,2011,Mar,No,Saturday,No,Clear,724,1408,2132
72,2011-03-13,Winter,2011,Mar,No,Sunday,No,Clear,982,1435,2417
73,2011-03-14,Winter,2011,Mar,No,Monday,Yes,Clear,359,1687,2046
74,2011-03-15,Winter,2011,Mar,No,Tuesday,Yes,Misty,289,1767,2056
75,2011-03-16,Winter,2011,Mar,No,Wednesday,Yes,Misty,321,1871,2192
76,2011-03-17,Winter,2011,Mar,No,Thursday,Yes,Clear,424,2320,2744
77,2011-03-18,Winter,2011,Mar,No,Friday,Yes,Clear,884,2355,3239
78,2011-03-19,Winter,2011,Mar,No,Saturday,No,Clear,1424,1693,3117
79,2011-03-20,Winter,2011,Mar,No,Sunday,No,Clear,1047,1424,2471
80,2011-03-21,Spring,2011,Mar,No,Monday,Yes,Misty,401,1676,2077
81,2011-03-22,Spring,2011,Mar,No,Tuesday,Yes,Clear,460,2243,2703
82,2011-03-23,Spring,2011,Mar,No,Wednesday,Yes,Misty,203,1918,2121
83,2011-03-24,Spring,2011,Mar,No,Thursday,Yes,Misty,166,1699,1865
84,2011-03-25,Spring,2011,Mar,No,Friday,Yes,Clear,300,1910,2210
85,2011-03-26,Spring,2011,Mar,No,Saturday,No,Clear,981,1515,2496
86,2011-03-27,Spring,2011,Mar,No,Sunday,No,Misty,472,1221,1693
87,2011-03-28,Spring,2011,Mar,No,Monday,Yes,Clear,222,1806,2028
88,2011-03-29,Spring,2011,Mar,No,Tuesday,Yes,Clear,317,2108,2425
89,2011-03-30,Spring,2011,Mar,No,Wednesday,Yes,Misty,168,1368,1536
90,2011-03-31,Spring,2011,Mar,No,Thursday,Yes,Light_RainSnow,179,1506,1685
91,2011-04-01,Spring,2011,Apr,No,Friday,Yes,Misty,307,1920,2227
92,2011-04-02,Spring,2011,Apr,No,Saturday,No,Misty,898,1354,2252
93,2011-04-03,Spring,2011,Apr,No,Sunday,No,Clear,1651,1598,3249
94,2011-04-04,Spring,2011,Apr,No,Monday,Yes,Clear,734,2381,3115
95,2011-04-05,Spring,2011,Apr,No,Tuesday,Yes,Misty,167,1628,1795
96,2011-04-06,Spring,2011,Apr,No,Wednesday,Yes,Clear,413,2395,2808
97,2011-04-07,Spring,2011,Apr,No,Thursday,Yes,Clear,571,2570,3141
98,2011-04-08,Spring,2011,Apr,No,Friday,Yes,Misty,172,1299,1471
99,2011-04-09,Spring,2011,Apr,No,Saturday,No,Misty,879,1576,2455
100,2011-04-10,Spring,2011,Apr,No,Sunday,No,Misty,1188,1707,2895
101,2011-04-11,Spring,2011,Apr,No,Monday,Yes,Misty,855,2493,3348
102,2011-04-12,Spring,2011,Apr,No,Tuesday,Yes,Misty,257,1777,2034
103,2011-04-13,Spring,2011,Apr,No,Wednesday,Yes,Misty,209,1953,2162
104,2011-04-14,Spring,2011,Apr,No,Thursday,Yes,Clear,529,2738,3267
105,2011-04-15,Spring,2011,Apr,Yes,Friday,No,Clear,642,2484,3126
106,2011-04-16,Spring,2011,Apr,No,Saturday,No,Light_RainSnow,121,674,795
107,2011-04-17,Spring,2011,Apr,No,Sunday,No,Clear,1558,2186,3744
108,2011-04-18,Spring,2011,Apr,No,Monday,Yes,Clear,669,2760,3429
109,2011-04-19,Spring,2011,Apr,No,Tuesday,Yes,Misty,409,2795,3204
110,2011-04-20,Spring,2011,Apr,No,Wednesday,Yes,Clear,613,3331,3944
111,2011-04-21,Spring,2011,Apr,No,Thursday,Yes,Clear,745,3444,4189
112,2011-04-22,Spring,2011,Apr,No,Friday,Yes,Misty,177,1506,1683
113,2011-04-23,Spring,2011,Apr,No,Saturday,No,Misty,1462,2574,4036
114,2011-04-24,Spring,2011,Apr,No,Sunday,No,Misty,1710,2481,4191
115,2011-04-25,Spring,2011,Apr,No,Monday,Yes,Clear,773,3300,4073
116,2011-04-26,Spring,2011,Apr,No,Tuesday,Yes,Clear,678,3722,4400
117,2011-04-27,Spring,2011,Apr,No,Wednesday,Yes,Misty,547,3325,3872
118,2011-04-28,Spring,2011,Apr,No,Thursday,Yes,Misty,569,3489,4058
119,2011-04-29,Spring,2011,Apr,No,Friday,Yes,Clear,878,3717,4595
120,2011-04-30,Spring,2011,Apr,No,Saturday,No,Clear,1965,3347,5312
121,2011-05-01,Spring,2011,May,No,Sunday,No,Misty,1138,2213,3351
122,2011-05-02,Spring,2011,May,No,Monday,Yes,Misty,847,3554,4401
123,2011-05-03,Spring,2011,May,No,Tuesday,Yes,Misty,603,3848,4451
124,2011-05-04,Spring,2011,May,No,Wednesday,Yes,Misty,255,2378,2633
125,2011-05-05,Spring,2011,May,No,Thursday,Yes,Clear,614,3819,4433
126,2011-05-06,Spring,2011,May,No,Friday,Yes,Clear,894,3714,4608
127,2011-05-07,Spring,2011,May,No,Saturday,No,Clear,1612,3102,4714
128,2011-05-08,Spring,2011,May,No,Sunday,No,Clear,1401,2932,4333
129,2011-05-09,Spring,2011,May,No,Monday,Yes,Clear,664,3698,4362
130,2011-05-10,Spring,2011,May,No,Tuesday,Yes,Clear,694,4109,4803
131,2011-05-11,Spring,2011,May,No,Wednesday,Yes,Clear,550,3632,4182
132,2011-05-12,Spring,2011,May,No,Thursday,Yes,Clear,695,4169,4864
133,2011-05-13,Spring,2011,May,No,Friday,Yes,Misty,692,3413,4105
134,2011-05-14,Spring,2011,May,No,Saturday,No,Misty,902,2507,3409
135,2011-05-15,Spring,2011,May,No,Sunday,No,Misty,1582,2971,4553
136,2011-05-16,Spring,2011,May,No,Monday,Yes,Clear,773,3185,3958
137,2011-05-17,Spring,2011,May,No,Tuesday,Yes,Misty,678,3445,4123
138,2011-05-18,Spring,2011,May,No,Wednesday,Yes,Misty,536,3319,3855
139,2011-05-19,Spring,2011,May,No,Thursday,Yes,Misty,735,3840,4575
140,2011-05-20,Spring,2011,May,No,Friday,Yes,Clear,909,4008,4917
141,2011-05-21,Spring,2011,May,No,Saturday,No,Clear,2258,3547,5805
142,2011-05-22,Spring,2011,May,No,Sunday,No,Clear,1576,3084,4660
143,2011-05-23,Spring,2011,May,No,Monday,Yes,Misty,836,3438,4274
144,2011-05-24,Spring,2011,May,No,Tuesday,Yes,Misty,659,3833,4492
145,2011-05-25,Spring,2011,May,No,Wednesday,Yes,Clear,740,4238,4978
146,2011-05-26,Spring,2011,May,No,Thursday,Yes,Clear,758,3919,4677
147,2011-05-27,Spring,2011,May,No,Friday,Yes,Clear,871,3808,4679
148,2011-05-28,Spring,2011,May,No,Saturday,No,Clear,2001,2757,4758
149,2011-05-29,Spring,2011,May,No,Sunday,No,Clear,2355,2433,4788
150,2011-05-30,Spring,2011,May,Yes,Monday,No,Clear,1549,2549,4098
151,2011-05-31,Spring,2011,May,No,Tuesday,Yes,Clear,673,3309,3982
152,2011-06-01,Spring,2011,Jun,No,Wednesday,Yes,Misty,513,3461,3974
153,2011-06-02,Spring,2011,Jun,No,Thursday,Yes,Clear,736,4232,4968
154,2011-06-03,Spring,2011,Jun,No,Friday,Yes,Clear,898,4414,5312
155,2011-06-04,Spring,2011,Jun,No,Saturday,No,Clear,1869,3473,5342
156,2011-06-05,Spring,2011,Jun,No,Sunday,No,Misty,1685,3221,4906
157,2011-06-06,Spring,2011,Jun,No,Monday,Yes,Clear,673,3875,4548
158,2011-06-07,Spring,2011,Jun,No,Tuesday,Yes,Clear,763,4070,4833
159,2011-06-08,Spring,2011,Jun,No,Wednesday,Yes,Clear,676,3725,4401
160,2011-06-09,Spring,2011,Jun,No,Thursday,Yes,Misty,563,3352,3915
161,2011-06-10,Spring,2011,Jun,No,Friday,Yes,Clear,815,3771,4586
162,2011-06-11,Spring,2011,Jun,No,Saturday,No,Clear,1729,3237,4966
163,2011-06-12,Spring,2011,Jun,No,Sunday,No,Clear,1467,2993,4460
164,2011-06-13,Spring,2011,Jun,No,Monday,Yes,Clear,863,4157,5020
165,2011-06-14,Spring,2011,Jun,No,Tuesday,Yes,Clear,727,4164,4891
166,2011-06-15,Spring,2011,Jun,No,Wednesday,Yes,Clear,769,4411,5180
167,2011-06-16,Spring,2011,Jun,No,Thursday,Yes,Misty,545,3222,3767
168,2011-06-17,Spring,2011,Jun,No,Friday,Yes,Clear,863,3981,4844
169,2011-06-18,Spring,2011,Jun,No,Saturday,No,Clear,1807,3312,5119
170,2011-06-19,Spring,2011,Jun,No,Sunday,No,Misty,1639,3105,4744
171,2011-06-20,Spring,2011,Jun,No,Monday,Yes,Misty,699,3311,4010
172,2011-06-21,Summer,2011,Jun,No,Tuesday,Yes,Misty,774,4061,4835
173,2011-06-22,Summer,2011,Jun,No,Wednesday,Yes,Clear,661,3846,4507
174,2011-06-23,Summer,2011,Jun,No,Thursday,Yes,Misty,746,4044,4790
175,2011-06-24,Summer,2011,Jun,No,Friday,Yes,Clear,969,4022,4991
176,2011-06-25,Summer,2011,Jun,No,Saturday,No,Clear,1782,3420,5202
177,2011-06-26,Summer,2011,Jun,No,Sunday,No,Clear,1920,3385,5305
178,2011-06-27,Summer,2011,Jun,No,Monday,Yes,Misty,854,3854,4708
179,2011-06-28,Summer,2011,Jun,No,Tuesday,Yes,Clear,732,3916,4648
180,2011-06-29,Summer,2011,Jun,No,Wednesday,Yes,Clear,848,4377,5225
181,2011-06-30,Summer,2011,Jun,No,Thursday,Yes,Clear,1027,4488,5515
182,2011-07-01,Summer,2011,Jul,No,Friday,Yes,Clear,1246,4116,5362
183,2011-07-02,Summer,2011,Jul,No,Saturday,No,Clear,2204,2915,5119
184,2011-07-03,Summer,2011,Jul,No,Sunday,No,Misty,2282,2367,4649
185,2011-07-04,Summer,2011,Jul,Yes,Monday,No,Misty,3065,2978,6043
186,2011-07-05,Summer,2011,Jul,No,Tuesday,Yes,Clear,1031,3634,4665
187,2011-07-06,Summer,2011,Jul,No,Wednesday,Yes,Clear,784,3845,4629
188,2011-07-07,Summer,2011,Jul,No,Thursday,Yes,Clear,754,3838,4592
189,2011-07-08,Summer,2011,Jul,No,Friday,Yes,Misty,692,3348,4040
190,2011-07-09,Summer,2011,Jul,No,Saturday,No,Clear,1988,3348,5336
191,2011-07-10,Summer,2011,Jul,No,Sunday,No,Clear,1743,3138,4881
192,2011-07-11,Summer,2011,Jul,No,Monday,Yes,Clear,723,3363,4086
193,2011-07-12,Summer,2011,Jul,No,Tuesday,Yes,Clear,662,3596,4258
194,2011-07-13,Summer,2011,Jul,No,Wednesday,Yes,Clear,748,3594,4342
195,2011-07-14,Summer,2011,Jul,No,Thursday,Yes,Clear,888,4196,5084
196,2011-07-15,Summer,2011,Jul,No,Friday,Yes,Clear,1318,4220,5538
197,2011-07-16,Summer,2011,Jul,No,Saturday,No,Clear,2418,3505,5923
198,2011-07-17,Summer,2011,Jul,No,Sunday,No,Clear,2006,3296,5302
199,2011-07-18,Summer,2011,Jul,No,Monday,Yes,Clear,841,3617,4458
200,2011-07-19,Summer,2011,Jul,No,Tuesday,Yes,Clear,752,3789,4541
201,2011-07-20,Summer,2011,Jul,No,Wednesday,Yes,Clear,644,3688,4332
202,2011-07-21,Summer,2011,Jul,No,Thursday,Yes,Misty,632,3152,3784
203,2011-07-22,Summer,2011,Jul,No,Friday,Yes,Clear,562,2825,3387
204,2011-07-23,Summer,2011,Jul,No,Saturday,No,Clear,987,2298,3285
205,2011-07-24,Summer,2011,Jul,No,Sunday,No,Clear,1050,2556,3606
206,2011-07-25,Summer,2011,Jul,No,Monday,Yes,Clear,568,3272,3840
207,2011-07-26,Summer,2011,Jul,No,Tuesday,Yes,Clear,750,3840,4590
208,2011-07-27,Summer,2011,Jul,No,Wednesday,Yes,Clear,755,3901,4656
209,2011-07-28,Summer,2011,Jul,No,Thursday,Yes,Clear,606,3784,4390
210,2011-07-29,Summer,2011,Jul,No,Friday,Yes,Clear,670,3176,3846
211,2011-07-30,Summer,2011,Jul,No,Saturday,No,Clear,1559,2916,4475
212,2011-07-31,Summer,2011,Jul,No,Sunday,No,Clear,1524,2778,4302
213,2011-08-01,Summer,2011,Aug,No,Monday,Yes,Clear,729,3537,4266
214,2011-08-02,Summer,2011,Aug,No,Tuesday,Yes,Clear,801,4044,4845
215,2011-08-03,Summer,2011,Aug,No,Wednesday,Yes,Misty,467,3107,3574
216,2011-08-04,Summer,2011,Aug,No,Thursday,Yes,Misty,799,3777,4576
217,2011-08-05,Summer,2011,Aug,No,Friday,Yes,Clear,1023,3843,4866
218,2011-08-06,Summer,2011,Aug,No,Saturday,No,Misty,1521,2773,4294
219,2011-08-07,Summer,2011,Aug,No,Sunday,No,Clear,1298,2487,3785
220,2011-08-08,Summer,2011,Aug,No,Monday,Yes,Clear,846,3480,4326
221,2011-08-09,Summer,2011,Aug,No,Tuesday,Yes,Clear,907,3695,4602
222,2011-08-10,Summer,2011,Aug,No,Wednesday,Yes,Clear,884,3896,4780
223,2011-08-11,Summer,2011,Aug,No,Thursday,Yes,Clear,812,3980,4792
224,2011-08-12,Summer,2011,Aug,No,Friday,Yes,Clear,1051,3854,4905
225,2011-08-13,Summer,2011,Aug,No,Saturday,No,Misty,1504,2646,4150
226,2011-08-14,Summer,2011,Aug,No,Sunday,No,Misty,1338,2482,3820
227,2011-08-15,Summer,2011,Aug,No,Monday,Yes,Clear,775,3563,4338
228,2011-08-16,Summer,2011,Aug,No,Tuesday,Yes,Clear,721,4004,4725
229,2011-08-17,Summer,2011,Aug,No,Wednesday,Yes,Clear,668,4026,4694
230,2011-08-18,Summer,2011,Aug,No,Thursday,Yes,Clear,639,3166,3805
231,2011-08-19,Summer,2011,Aug,No,Friday,Yes,Misty,797,3356,4153
232,2011-08-20,Summer,2011,Aug,No,Saturday,No,Clear,1914,3277,5191
233,2011-08-21,Summer,2011,Aug,No,Sunday,No,Clear,1249,2624,3873
234,2011-08-22,Summer,2011,Aug,No,Monday,Yes,Clear,833,3925,4758
235,2011-08-23,Summer,2011,Aug,No,Tuesday,Yes,Clear,1281,4614,5895
236,2011-08-24,Summer,2011,Aug,No,Wednesday,Yes,Clear,949,4181,5130
237,2011-08-25,Summer,2011,Aug,No,Thursday,Yes,Misty,435,3107,3542
238,2011-08-26,Summer,2011,Aug,No,Friday,Yes,Clear,768,3893,4661
239,2011-08-27,Summer,2011,Aug,No,Saturday,No,Misty,226,889,1115
240,2011-08-28,Summer,2011,Aug,No,Sunday,No,Clear,1415,2919,4334
241,2011-08-29,Summer,2011,Aug,No,Monday,Yes,Clear,729,3905,4634
242,2011-08-30,Summer,2011,Aug,No,Tuesday,Yes,Clear,775,4429,5204
243,2011-08-31,Summer,2011,Aug,No,Wednesday,Yes,Clear,688,4370,5058
